BUILDING,OBJ_ID,IP_ADDRESS,PORT_INDEX,PORT_NAME,SPEED,VLAN,RBUILDING,ROBJ_ID,RIP_ADDRESS,RPORT_INDEX,RPORT_NAME,RSPEED
Tech (#174),2856,192.207.132.5,25,GigabitEthernet0/1,1000,111,EDI (760 Spring) (#173),1127,192.207.132.2,17,GigabitEthernet2/9,1000
